Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,base_score,booster,boosting_type,bootstrap,categorical_feature,ccp_alpha,class_weight,colsample_bylevel,colsample_bynode,colsample_bytree,criterion,dual,early_stopping_rounds,evals_result,feature_name,fit_intercept,gamma,gpu_id,init,interaction_constraints,intercept_scaling,keep_training_booster,l1_ratio,learning_rate,loss,max_delta_step,max_depth,max_features,max_iter,max_leaf_nodes,max_samples,maximize,metric,min_child_samples,min_child_weight,min_impurity_decrease,min_samples_leaf,min_samples_split,min_split_gain,min_weight_fraction_leaf,monotone_constraints,multi_class,n_estimators,n_iter_no_change,n_jobs,num_boost_round,num_leaves,num_parallel_tree,objective,oob_score,penalty,predictor,priors,random_state,reg_alpha,reg_lambda,scale_pos_weight,solver,splitter,subsample,subsample_for_bin,subsample_freq,tol,tree_method,validate_parameters,validation_fraction,var_smoothing,verbose,verbose_eval,verbosity,warm_start,accuracy_score_X_test,balanced_accuracy_score_X_test,f1_score_X_test,log_loss_X_test,matthews_corrcoef_X_test,precision_score_X_test,recall_score_X_test,roc_auc_score_X_test,training_accuracy_score,training_f1_score,training_log_loss,training_precision_score,training_recall_score,training_roc_auc_score,training_score,estimator_name,estimator_class
2022-11-16 11:46:47,22.7s,e1b34f58d6954e3a9f348ff8176d71f8,lgbm,LOCAL,/Users/wolfrieder/miniconda3/envs/code/lib/python3.9/site-packages/ipykernel_launcher.py,wolfrieder,FINISHED,,,,gbdt,,auto,,,,,1.0,,,None,None,auto,,,,,,,False,,0.1,,,-1,,,,,,['binary'],20,0.001,,,,0.0,,,,,,-1,100,31,,binary,,,,,None,0.0,0.0,,,,1.0,200000,0,,,,,,-1,warn,,,0.929019609926629,0.886121772068746,0.107866268975649,0.214267070582323,0.209354156211486,0.0576205084302395,0.842782608695652,0.886121772068746,,,,,,,,,
2022-11-16 11:44:58,39.9s,ce122a198e5c4ebe825f648f253a2934,xgboost,LOCAL,/Users/wolfrieder/miniconda3/envs/code/lib/python3.9/site-packages/ipykernel_launcher.py,wolfrieder,FINISHED,,None,None,,,,,,None,None,None,,,None,,,,None,None,,None,,,,None,,None,None,,,,,None,,,None,,,,,,None,,,,None,100,,None,binary:logistic,,,None,,None,None,None,None,,,None,,,,None,None,,,,True,None,,0.976222986099674,0.871260108640703,0.246830472343768,0.100138708720258,0.329162769117621,0.147147348003478,0.765217391304348,0.871260108640703,,,,,,,,,
2022-11-16 11:43:05,1.1min,abfdbfd1ed8144e89b6ce8a66c21a939,gb,LOCAL,/Users/wolfrieder/miniconda3/envs/code/lib/python3.9/site-packages/ipykernel_launcher.py,wolfrieder,FINISHED,,,,,,,0.0,,,,,friedman_mse,,,,,,,,None,,,,,0.1,log_loss,,3,None,,None,,,,,,0.0,1,2,,0.0,,,100,None,,,,,,,,,,None,,,,,,1.0,,,0.0001,,,0.1,,0,,,False,0.96201274034247,0.827437742722692,0.156375363800834,0.156045101050465,0.238032618519832,0.0881557358875438,0.691478260869565,0.827437742722692,0.886979603241129,0.88415925219365,0.29431427016444,0.885083345313351,0.886979603241129,0.929432895915056,0.886979603241129,GradientBoostingClassifier,sklearn.ensemble._gb.GradientBoostingClassifier
2022-11-16 11:41:58,21.3s,43f9c88c114e485aaa9e2942456ccf30,nb,LOCAL,/Users/wolfrieder/miniconda3/envs/code/lib/python3.9/site-packages/ipykernel_launcher.py,wolfrieder,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,1e-09,,,,,0.00963760685577061,0.502284669661865,0.010177513536093,34.205906062373,0.00483437552260887,0.00511478466311804,1,0.502284669661865,0.832895839767062,0.830070521699327,3.289533310417,0.828875069450917,0.832895839767062,0.822582776613907,0.832895839767062,GaussianNB,sklearn.naive_bayes.GaussianNB
2022-11-16 11:40:46,49.7s,7db5d8ef9aac401f83790a2267f6e387,logreg,LOCAL,/Users/wolfrieder/miniconda3/envs/code/lib/python3.9/site-packages/ipykernel_launcher.py,wolfrieder,FINISHED,1.0,,,,,,,None,,,,,False,,,,True,,,,,1,,None,,,,,,100,,,,,,,,,,,,,auto,,,-1,,,,,,l2,,,10,,,,lbfgs,,,,,0.0001,,,,,0,,,False,0.991182351243131,0.586542174813894,0.170304949175137,0.0495501462336387,0.166027213339348,0.163467690339092,0.177739130434783,0.586542174813894,0.868593844208173,0.86532904611891,0.325500107118225,0.865645253439356,0.868593844208173,0.907170327909838,0.868593844208173,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
2022-11-16 11:39:24,20.1s,8ebc4b78fcb646918e6a8cddc4e2942e,dt,LOCAL,/Users/wolfrieder/miniconda3/envs/code/lib/python3.9/site-packages/ipykernel_launcher.py,wolfrieder,FINISHED,,,,,,,0.0,None,,,,gini,,,,,,,,,,,,,,,,None,None,,None,,,,,,0.0,1,2,,0.0,,,,,,,,,,,,,,None,,,,,best,,,,,,,,,,,,,0.95783502726405,0.901468328606706,0.169405197976627,0.885466067130332,0.27372694866401,0.0941450174486235,0.844521739130435,0.901468328606706,0.967298275025367,0.967131530015266,0.0789359912040296,0.96717204251751,0.967298275025367,0.995023793440215,0.967298275025367,DecisionTreeClassifier,sklearn.tree._classes.DecisionTreeClassifier
2022-11-16 11:35:19,2.3min,8bca98b62243461aaf576da4b98a590d,rf,LOCAL,/Users/wolfrieder/miniconda3/envs/code/lib/python3.9/site-packages/ipykernel_launcher.py,wolfrieder,FINISHED,,,,,True,,0.0,None,,,,log_loss,,,,,,,,,,,,,,,,None,None,,None,None,,,,,0.0,1,2,,0.0,,,100,,-1,,,,,False,,,,10,,,,,,,,,,,,,,0,,,False,0.968104869630204,0.906110459121049,0.212160979877515,0.156850382999318,0.312865251382747,0.121341005754316,0.843478260869565,0.906110459121049,0.967298275025367,0.967143308999391,0.0825519979188338,0.967167879011772,0.967298275025367,0.994568528708234,0.967298275025367,RandomForestClassifier,sklearn.ensemble._forest.RandomForestClassifier
